VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE7.x, ATTRIBUTE7.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w
10, 36227,  12.10193,  11.93554,  149.28905,  0.27559,  0.77165,  0.5748,  1.00,  0.24409,  0.7874,  0.55906,  1.00,  0.96704,  0.54227,  0.98422,  1.98789,  0.96704,  0.54227,  0.49804,  1.00,  1.00,  0.49804, 4, 7, 5, 6, 0, 0, 0, 0,  0.41176,  0.40,  0.14902,  0.03922,  0.00,  0.00,  0.00,  0.00
11, 36228,  13.67534,  9.80224,  151.3203,  0.11024,  0.74803,  0.65354,  1.00,  0.22047,  0.77165,  0.59843, -1.00,  0.95704,  0.529,  0.98422,  1.98789,  0.95704,  0.529,  0.49804,  1.00,  1.00,  0.24706, 4, 5, 32, 6, 0, 0, 0, 0,  0.66667,  0.16863,  0.11765,  0.04706,  0.00,  0.00,  0.00,  0.00
12, 36229,  12.81503, -4.02381,  159.78725,  0.55118,  0.10236,  0.82677,  1.00,  0.22047,  0.23622,  0.94488, -1.00,  0.71937,  0.42737,  1.88225E-20,  1.00,  0.71937,  0.42737,  0.49804,  1.00,  1.00,  0.00, 2, 0, 1, 0, 0, 0, 0, 0,  0.68235,  0.27843,  0.03922,  0.00,  0.00,  0.00,  0.00,  0.00
13, 36230,  13.84337, -0.77054,  158.57292,  0.44882,  0.27559,  0.85039,  1.00,  0.26772,  0.20472,  0.93701, -1.00,  0.72877,  0.41199,  1.88225E-20,  1.00,  0.72877,  0.41199,  0.49804,  1.00,  1.00,  0.00, 2, 4, 0, 0, 0, 0, 0, 0,  0.72549,  0.17647,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
14, 36231,  13.59627, -4.02381,  159.72972,  0.35433,  0.14961,  0.92126,  1.00,  0.33858,  0.14961,  0.92913, -1.00,  0.72268,  0.42698,  1.88225E-20,  1.00,  0.72268,  0.42698,  1.00,  1.00,  1.00,  0.60, 2, 0, 32, 6, 0, 0, 0, 0,  0.68235,  0.21961,  0.05882,  0.03922,  0.00,  0.00,  0.00,  0.00
15, 36232,  11.42653, -15.47796,  157.78523,  0.27559, -0.66142,  0.70079,  1.00,  0.14961, -0.54331,  0.82677, -1.00,  0.59114,  0.47767, -2.01674, -0.02603,  0.70964,  0.47767,  1.00,  1.00,  1.00,  0.49804, 3, 6, 64, 32, 0, 0, 0, 0,  0.71765,  0.15686,  0.07843,  0.04706,  0.00,  0.00,  0.00,  0.00
16, 36233,  11.42653, -17.51889,  155.51852,  0.25984, -0.7874,  0.55118,  1.00,  0.22047, -0.73228,  0.64567, -1.00,  0.59114,  0.49983, -2.05543, -0.02603,  0.70964,  0.49983,  1.00,  1.00,  1.00,  0.49804, 3, 6, 64, 32, 0, 0, 0, 0,  0.55686,  0.17647,  0.16863,  0.09804,  0.00,  0.00,  0.00,  0.00
17, 36234,  8.45076, -17.48372,  156.51251,  0.15748, -0.72441,  0.66929,  1.00,  0.17323, -0.70866,  0.68504,  1.00,  0.60672,  0.49132, -2.01951, -0.02164,  0.69406,  0.49132,  1.00,  1.00,  1.00,  0.49804, 3, 64, 6, 0, 0, 0, 0, 0,  0.62745,  0.18824,  0.11765,  0.06667,  0.00,  0.00,  0.00,  0.00
18, 36235,  15.25682, -12.52836,  158.85359,  0.17323, -0.50394,  0.85039,  1.00,  0.19685, -0.52756,  0.82677,  1.00,  0.73691,  0.47228, -2.03363, -0.03037,  0.73691,  0.47228,  1.00,  1.00,  1.00,  0.49804, 3, 32, 6, 0, 0, 0, 0, 0,  0.47451,  0.28627,  0.21961,  0.01961,  0.00,  0.00,  0.00,  0.00
19, 36236,  11.42653, -15.47796,  157.78523,  0.27559, -0.66142,  0.70079,  1.00,  0.14961, -0.54331,  0.82677, -1.00,  0.70964,  0.47767, -2.01674, -0.02603,  0.70964,  0.47767,  1.00,  1.00,  1.00,  0.49804, 3, 6, 64, 32, 0, 0, 0, 0,  0.71765,  0.15686,  0.07843,  0.04706,  0.00,  0.00,  0.00,  0.00
20, 36237,  13.37822, -12.86638,  158.7343, -0.11024, -0.22047,  0.9685,  1.00,  0.13386, -0.40157,  0.90551,  1.00,  0.72468,  0.4754, -2.01542, -0.03037,  0.72468,  0.4754,  1.00,  1.00,  1.00,  0.49804, 3, 6, 32, 0, 0, 0, 0, 0,  0.62745,  0.17647,  0.15686,  0.03922,  0.00,  0.00,  0.00,  0.00
21, 36238,  8.38136, -16.22809,  157.7012,  0.17323, -0.6378,  0.74803,  1.00,  0.16535, -0.66929,  0.72441, -1.00,  0.60711,  0.47906, -1.97762, -0.02164,  0.69368,  0.47906,  1.00,  1.00,  1.00,  0.49804, 3, 0, 1, 64, 0, 0, 0, 0,  0.60392,  0.17647,  0.1098,  0.1098,  0.00,  0.00,  0.00,  0.00
22, 36239,  9.91283, -15.42945,  157.8708,  0.11811, -0.53543,  0.83465,  1.00,  0.1811, -0.56693,  0.80315,  1.00,  0.59903,  0.47728, -1.98125, -0.02374,  0.70175,  0.47728,  1.00,  1.00,  1.00,  0.49804, 3, 6, 0, 64, 0, 0, 0, 0,  0.68235,  0.12941,  0.1098,  0.07843,  0.00,  0.00,  0.00,  0.00
23, 36240,  8.45076, -17.48372,  156.51251,  0.15748, -0.72441,  0.66929,  1.00,  0.17323, -0.70866,  0.68504,  1.00,  0.60672,  0.49132, -1.99956, -0.02164,  0.69406,  0.49132,  1.00,  1.00,  1.00,  0.49804, 3, 64, 6, 0, 0, 0, 0, 0,  0.62745,  0.18824,  0.11765,  0.06667,  0.00,  0.00,  0.00,  0.00
24, 36241,  14.04038,  1.25238,  157.55299,  0.3937,  0.44094,  0.80315,  1.00,  0.00,  0.48031,  0.87402,  1.00,  0.9559,  0.47204,  1.88225E-20,  1.00,  0.9559,  0.47204,  0.49804,  1.00,  1.00,  0.00, 2, 4, 0, 5, 0, 0, 0, 0,  0.56863,  0.31765,  0.06667,  0.04706,  0.00,  0.00,  0.00,  0.00
25, 36242,  14.70641,  1.41277,  157.57088,  0.15748,  0.44882,  0.88189,  1.00,  0.08661,  0.47244,  0.87402,  1.00,  0.9525,  0.46996,  1.88225E-20,  1.00,  0.9525,  0.46996,  1.00,  1.00,  1.00,  0.60, 2, 4, 32, 6, 0, 0, 0, 0,  0.55686,  0.29804,  0.09804,  0.04706,  0.00,  0.00,  0.00,  0.00
26, 36243,  13.84337, -0.77054,  158.57292,  0.44882,  0.27559,  0.85039,  1.00,  0.04724,  0.45669,  0.88976,  1.00,  0.9559,  0.45942,  1.88225E-20,  1.00,  0.9559,  0.45942,  0.49804,  1.00,  1.00,  0.00, 2, 4, 0, 0, 0, 0, 0, 0,  0.72549,  0.17647,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
27, 36244,  30.3411, -0.54779,  150.67255, -0.6378, -0.4252, -0.64567,  1.00, -0.77165, -0.40945, -0.48819,  1.00,  0.76554,  0.83485,  0.27224,  0.32283,  0.76554,  0.83485,  0.49804,  1.00,  1.00,  0.00, 72, 31, 0, 0, 0, 0, 0, 0,  0.76078,  0.23922,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
28, 36245,  26.70875,  1.87706,  151.57001, -0.43307, -0.65354, -0.62205,  1.00, -0.6063, -0.61417, -0.51181,  1.00,  0.76493,  0.82326,  0.2729,  0.3142,  0.76493,  0.82326,  0.49804,  1.00,  1.00,  0.00, 72, 31, 32, 0, 0, 0, 0, 0,  0.5451,  0.29804,  0.15686,  0.00,  0.00,  0.00,  0.00,  0.00
29, 36246,  26.7037,  0.43384,  152.6814, -0.44094, -0.50394, -0.74016,  1.00, -0.53543, -0.49606, -0.68504,  1.00,  0.76258,  0.82422,  0.27129,  0.33528,  0.76258,  0.82422,  0.49804,  1.00,  1.00,  0.00, 72, 31, 32, 0, 0, 0, 0, 0,  0.5451,  0.29804,  0.15686,  0.00,  0.00,  0.00,  0.00,  0.00
30, 36247, -26.7037,  0.43384,  152.6814,  0.44094, -0.50394, -0.74016,  1.00,  0.53543, -0.49606, -0.68504, -1.00,  0.76258,  0.82422,  0.27129,  0.33528,  0.76258,  0.82422,  0.49804,  1.00,  1.00,  0.00, 73, 51, 49, 0, 0, 0, 0, 0,  0.5451,  0.29804,  0.15686,  0.00,  0.00,  0.00,  0.00,  0.00
31, 36248, -26.70875,  1.87706,  151.57001,  0.43307, -0.65354, -0.62205,  1.00,  0.6063, -0.61417, -0.51181, -1.00,  0.76493,  0.82326,  0.2729,  0.3142,  0.76493,  0.82326,  0.49804,  1.00,  1.00,  0.00, 73, 51, 49, 0, 0, 0, 0, 0,  0.5451,  0.29804,  0.15686,  0.00,  0.00,  0.00,  0.00,  0.00
32, 36249, -30.3411, -0.54779,  150.67255,  0.6378, -0.4252, -0.64567,  1.00,  0.77165, -0.40945, -0.48819, -1.00,  0.76554,  0.83485,  0.27224,  0.32283,  0.76554,  0.83485,  0.49804,  1.00,  1.00,  0.00, 73, 51, 0, 0, 0, 0, 0, 0,  0.76078,  0.23922,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
33, 36250, -13.84337, -0.77054,  158.57292, -0.44882,  0.27559,  0.85039,  1.00, -0.04724,  0.45669,  0.88976, -1.00,  0.9559,  0.45942,  1.88225E-20,  1.00,  0.9559,  0.45942,  0.49804,  1.00,  1.00,  0.00, 54, 39, 1, 0, 0, 0, 0, 0,  0.72549,  0.17647,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
34, 36251, -14.70641,  1.41277,  157.57088, -0.15748,  0.44882,  0.88189,  1.00, -0.08661,  0.47244,  0.87402, -1.00,  0.9525,  0.46996,  1.88225E-20,  1.00,  0.9525,  0.46996,  1.00,  1.00,  1.00,  0.60, 54, 39, 49, 37, 0, 0, 0, 0,  0.55686,  0.29804,  0.09804,  0.04706,  0.00,  0.00,  0.00,  0.00
35, 36252, -14.04038,  1.25238,  157.55299, -0.3937,  0.44094,  0.80315,  1.00,  0.00,  0.48031,  0.87402, -1.00,  0.9559,  0.47204,  1.88225E-20,  1.00,  0.9559,  0.47204,  0.49804,  1.00,  1.00,  0.00, 54, 39, 1, 53, 0, 0, 0, 0,  0.56863,  0.31765,  0.06667,  0.04706,  0.00,  0.00,  0.00,  0.00
36, 36253, -8.45076, -17.48372,  156.51251, -0.15748, -0.72441,  0.66929,  1.00, -0.17323, -0.70866,  0.68504, -1.00,  0.69406,  0.49132, -1.99956, -0.02164,  0.60672,  0.49132,  1.00,  1.00,  1.00,  0.49804, 57, 64, 37, 1, 0, 0, 0, 0,  0.62745,  0.18824,  0.11765,  0.06667,  0.00,  0.00,  0.00,  0.00
37, 36254, -9.91283, -15.42945,  157.8708, -0.11811, -0.53543,  0.83465,  1.00, -0.1811, -0.56693,  0.80315, -1.00,  0.70175,  0.47728, -1.98125, -0.02374,  0.59903,  0.47728,  1.00,  1.00,  1.00,  0.49804, 57, 37, 1, 64, 0, 0, 0, 0,  0.68235,  0.12941,  0.1098,  0.07843,  0.00,  0.00,  0.00,  0.00
38, 36255, -8.38136, -16.22809,  157.7012, -0.17323, -0.6378,  0.74803,  1.00, -0.16535, -0.66929,  0.72441,  1.00,  0.69368,  0.47906, -1.97762, -0.02164,  0.60711,  0.47906,  1.00,  1.00,  1.00,  0.49804, 57, 1, 0, 64, 0, 0, 0, 0,  0.60392,  0.17647,  0.1098,  0.1098,  0.00,  0.00,  0.00,  0.00
39, 36256, -13.37822, -12.86638,  158.7343,  0.11024, -0.22047,  0.9685,  1.00, -0.13386, -0.40157,  0.90551, -1.00,  0.72468,  0.4754, -2.01542, -0.03037,  0.72468,  0.4754,  1.00,  1.00,  1.00,  0.49804, 57, 37, 49, 1, 0, 0, 0, 0,  0.62745,  0.17647,  0.15686,  0.03922,  0.00,  0.00,  0.00,  0.00
40, 36257, -11.42653, -15.47796,  157.78523, -0.27559, -0.66142,  0.70079,  1.00, -0.14961, -0.54331,  0.82677,  1.00,  0.70964,  0.47767, -2.01674, -0.02603,  0.70964,  0.47767,  1.00,  1.00,  1.00,  0.49804, 57, 37, 64, 49, 0, 0, 0, 0,  0.71765,  0.15686,  0.07843,  0.04706,  0.00,  0.00,  0.00,  0.00
41, 36258, -15.25682, -12.52836,  158.85359, -0.17323, -0.50394,  0.85039,  1.00, -0.19685, -0.52756,  0.82677, -1.00,  0.73691,  0.47228, -2.03363, -0.03037,  0.73691,  0.47228,  1.00,  1.00,  1.00,  0.49804, 57, 49, 37, 1, 0, 0, 0, 0,  0.47451,  0.28627,  0.21961,  0.01961,  0.00,  0.00,  0.00,  0.00
42, 36259, -8.45076, -17.48372,  156.51251, -0.15748, -0.72441,  0.66929,  1.00, -0.17323, -0.70866,  0.68504, -1.00,  0.69406,  0.49132, -2.01951, -0.02164,  0.60672,  0.49132,  1.00,  1.00,  1.00,  0.49804, 57, 64, 37, 1, 0, 0, 0, 0,  0.62745,  0.18824,  0.11765,  0.06667,  0.00,  0.00,  0.00,  0.00
43, 36260, -11.42653, -17.51889,  155.51852, -0.25984, -0.7874,  0.55118,  1.00, -0.22047, -0.73228,  0.64567,  1.00,  0.70964,  0.49983, -2.05543, -0.02603,  0.59114,  0.49983,  1.00,  1.00,  1.00,  0.49804, 57, 37, 64, 49, 0, 0, 0, 0,  0.55686,  0.17647,  0.16863,  0.09804,  0.00,  0.00,  0.00,  0.00
44, 36261, -11.42653, -15.47796,  157.78523, -0.27559, -0.66142,  0.70079,  1.00, -0.14961, -0.54331,  0.82677,  1.00,  0.70964,  0.47767, -2.01674, -0.02603,  0.59114,  0.47767,  1.00,  1.00,  1.00,  0.49804, 57, 37, 64, 49, 0, 0, 0, 0,  0.71765,  0.15686,  0.07843,  0.04706,  0.00,  0.00,  0.00,  0.00
45, 36262, -13.59627, -4.02381,  159.72972, -0.35433,  0.14961,  0.92126,  1.00, -0.33858,  0.14961,  0.92913,  1.00,  0.72268,  0.42698,  1.88225E-20,  1.00,  0.72268,  0.42698,  1.00,  1.00,  1.00,  0.60, 54, 1, 49, 37, 0, 0, 0, 0,  0.68235,  0.21961,  0.05882,  0.03922,  0.00,  0.00,  0.00,  0.00
46, 36263, -13.84337, -0.77054,  158.57292, -0.44882,  0.27559,  0.85039,  1.00, -0.26772,  0.20472,  0.93701,  1.00,  0.72877,  0.41199,  1.88225E-20,  1.00,  0.72877,  0.41199,  0.49804,  1.00,  1.00,  0.00, 54, 39, 1, 0, 0, 0, 0, 0,  0.72549,  0.17647,  0.09804,  0.00,  0.00,  0.00,  0.00,  0.00
47, 36264, -12.81503, -4.02381,  159.78725, -0.55118,  0.10236,  0.82677,  1.00, -0.22047,  0.23622,  0.94488,  1.00,  0.71937,  0.42737,  1.88225E-20,  1.00,  0.71937,  0.42737,  0.49804,  1.00,  1.00,  0.00, 54, 1, 0, 0, 0, 0, 0, 0,  0.68235,  0.27843,  0.03922,  0.00,  0.00,  0.00,  0.00,  0.00
48, 36265, -13.67534,  9.80224,  151.3203, -0.11024,  0.74803,  0.65354,  1.00, -0.22047,  0.77165,  0.59843,  1.00,  0.95704,  0.529,  0.98422,  1.98789,  0.95704,  0.529,  0.49804,  1.00,  1.00,  0.24706, 39, 53, 49, 37, 0, 0, 0, 0,  0.66667,  0.16863,  0.11765,  0.04706,  0.00,  0.00,  0.00,  0.00
49, 36266, -12.10193,  11.93554,  149.28905, -0.27559,  0.77165,  0.5748,  1.00, -0.24409,  0.7874,  0.55906, -1.00,  0.96704,  0.54227,  0.98422,  1.98789,  0.96704,  0.54227,  0.49804,  1.00,  1.00,  0.49804, 39, 45, 53, 37, 0, 0, 0, 0,  0.41176,  0.40,  0.14902,  0.03922,  0.00,  0.00,  0.00,  0.00
50, 36267, -12.0927,  11.34576,  150.09232, -0.30709,  0.80315,  0.51181,  1.00, -0.25197,  0.77165,  0.58268, -1.00,  0.96704,  0.53619,  0.98422,  1.98789,  0.96704,  0.53619,  0.49804,  1.00,  1.00,  0.24706, 39, 45, 53, 37, 0, 0, 0, 0,  0.57647,  0.20,  0.17647,  0.04706,  0.00,  0.00,  0.00,  0.00
51, 36268, -26.67052, -1.96624,  131.87338, -0.9685,  0.08661, -0.22835,  1.00, -0.91339,  0.32283, -0.25984, -1.00,  0.85083,  0.65515,  0.98422,  1.98789,  0.85083,  0.65515,  0.49804,  1.00,  1.00,  0.49804, 50, 40, 49, 0, 0, 0, 0, 0,  0.72157,  0.23922,  0.03922,  0.00,  0.00,  0.00,  0.00,  0.00
52, 36269, -26.34425,  1.03398,  133.27646, -0.88189,  0.38583, -0.27559,  1.00, -0.89764,  0.37008, -0.25197,  1.00,  0.86523,  0.6467,  0.98422,  1.98789,  0.86523,  0.6467,  0.49804,  1.00,  1.00,  0.49804, 40, 50, 37, 51, 0, 0, 0, 0,  0.50588,  0.29804,  0.16863,  0.02745,  0.00,  0.00,  0.00,  0.00
53, 36270, -26.9603, -1.94973,  133.88968, -0.99213,  0.0315, -0.14961,  1.00, -0.91339,  0.33071, -0.24409, -1.00,  0.85083,  0.64339,  0.98422,  1.98789,  0.85083,  0.64339,  0.49804,  1.00,  1.00,  0.49804, 50, 37, 51, 0, 0, 0, 0, 0,  0.46667,  0.44706,  0.08627,  0.00,  0.00,  0.00,  0.00,  0.00
54, 36271,  0.00, -12.6486,  163.6642,  0.00, -0.49606,  0.86614,  1.00,  0.00,  0.00,  1.00, -1.00,  0.65039,  0.43762, -4.95940E-16,  1.00,  0.65039,  0.43762,  0.49804,  1.00,  1.00,  0.00, 0, 1, 0, 0, 0, 0, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
55, 36272,  0.00, -13.31853,  163.90547,  0.00, -0.17323,  0.98425,  1.00,  0.00, -0.08661,  1.00,  1.00,  0.65039,  0.43877, -4.95940E-16,  1.00,  0.65039,  0.43877,  1.00,  1.00,  1.00,  0.60, 0, 1, 0, 0, 0, 0, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
56, 36273, -0.28094, -13.31853,  163.90547, -0.16535, -0.13386,  0.97638,  1.00, -0.10236, -0.11024,  0.99213,  1.00,  0.65186,  0.43877, -4.95940E-16,  1.00,  0.65186,  0.43877,  1.00,  1.00,  1.00,  0.60, 1, 0, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
57, 36274, -24.5263,  4.74846,  118.94823, -0.67717,  0.33858, -0.65354,  1.00, -0.84252,  0.22835, -0.48031,  1.00,  0.88549,  0.7273, -4.95940E-16,  1.00,  0.88549,  0.7273,  1.00,  1.00,  1.00,  0.40, 44, 48, 40, 0, 0, 0, 0, 0,  0.72157,  0.25882,  0.01961,  0.00,  0.00,  0.00,  0.00,  0.00
58, 36275, -25.39274,  5.16104,  119.86845, -0.82677,  0.44094, -0.34646,  1.00, -0.82677,  0.10236, -0.55118,  1.00,  0.88624,  0.72127, -4.95940E-16,  1.00,  0.88624,  0.72127,  1.00,  1.00,  1.00,  0.69804, 44, 40, 42, 0, 0, 0, 0, 0,  0.94118,  0.03922,  0.01961,  0.00,  0.00,  0.00,  0.00,  0.00
59, 36276, -25.18552,  5.0356,  119.93029, -0.98425, -0.05512,  0.17323,  1.00, -0.83465, -0.09449, -0.54331,  1.00,  0.88549,  0.72076, -4.95940E-16,  1.00,  0.88549,  0.72076,  1.00,  1.00,  1.00,  0.00, 44, 40, 0, 0, 0, 0, 0, 0,  0.96078,  0.03922,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
60, 36277,  15.10375, -4.02381,  159.03378,  0.16535,  0.17323,  0.9685,  1.00,  0.20472,  0.07874,  0.97638, -1.00,  0.73633,  0.43331,  0.02603,  1.9682,  0.73633,  0.43331,  1.00,  1.00,  1.00,  0.49804, 2, 32, 6, 4, 0, 0, 0, 0,  0.55686,  0.21961,  0.13725,  0.08627,  0.00,  0.00,  0.00,  0.00
61, 36278,  14.53362, -4.02381,  159.14998,  0.4252,  0.09449,  0.89764,  1.00,  0.30709,  0.04724,  0.95276, -1.00,  0.73214,  0.43047,  0.02603,  1.96695,  0.73214,  0.43047,  1.00,  1.00,  1.00,  0.24706, 2, 32, 6, 0, 0, 0, 0, 0,  0.63529,  0.17647,  0.1098,  0.07843,  0.00,  0.00,  0.00,  0.00
62, 36279,  15.59629, -0.74441,  158.03612,  0.12598,  0.29921,  0.94488,  1.00,  0.24409,  0.09449,  0.96063, -1.00,  0.74052,  0.41887, -0.00044,  1.9682,  0.74052,  0.41887,  1.00,  1.00,  1.00,  0.24706, 2, 32, 6, 4, 0, 0, 0, 0,  0.55686,  0.21961,  0.13725,  0.08627,  0.00,  0.00,  0.00,  0.00
63, 36280,  15.59629, -0.74441,  158.03612,  0.12598,  0.29921,  0.94488,  1.00,  0.07874,  0.14961,  0.98425, -1.00,  0.74052,  0.41887, -0.00044,  1.9682,  0.74052,  0.41887,  1.00,  1.00,  1.00,  0.24706, 2, 32, 6, 4, 0, 0, 0, 0,  0.55686,  0.21961,  0.13725,  0.08627,  0.00,  0.00,  0.00,  0.00
64, 36281,  15.68076, -4.02381,  158.96945,  0.0315,  0.17323,  0.98425,  1.00,  0.05512,  0.12598,  0.99213, -1.00,  0.74052,  0.43679,  0.02603,  1.96938,  0.74052,  0.43679,  1.00,  1.00,  1.00,  0.49804, 2, 32, 6, 4, 0, 0, 0, 0,  0.56471,  0.21961,  0.13725,  0.07843,  0.00,  0.00,  0.00,  0.00
65, 36277,  15.10375, -4.02381,  159.03378,  0.16535,  0.17323,  0.9685,  1.00,  0.20472,  0.07874,  0.97638, -1.00,  0.73633,  0.43331,  0.02603,  1.9682,  0.73633,  0.43331,  1.00,  1.00,  1.00,  0.49804, 2, 32, 6, 4, 0, 0, 0, 0,  0.55686,  0.21961,  0.13725,  0.08627,  0.00,  0.00,  0.00,  0.00
