VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
15, 42220,  13.33525,  21.52887,  1.44551,  0.14961,  0.98425, -0.11811,  1.00,  0.26772,  0.95276, -0.12598, -1.00,  0.41335,  0.82706,  0.41335,  0.82706,  1.00,  1.00,  1.00,  0.74902, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
16, 42218,  13.33648,  21.86307,  4.2115,  0.14961,  0.98425, -0.11811,  1.00,  0.28346,  0.95276, -0.11024, -1.00,  0.43053,  0.78651,  0.43053,  0.78651,  1.00,  1.00,  1.00,  0.74902, 0, 1, 0, 0,  0.52549,  0.47451,  0.00,  0.00
17, 42217,  10.53078,  21.96519,  1.44235,  0.14961,  0.98425, -0.11811,  1.00, -0.01575,  0.99213, -0.12598,  1.00,  0.37235,  0.80886,  0.37235,  0.80886,  1.00,  1.00,  1.00,  0.74902, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
18, 42221,  5.88497,  20.94092,  5.5193, -0.75591,  0.64567, -0.05512,  1.00, -0.59055,  0.80315, -0.07874, -1.00,  0.31437,  0.76924,  0.31437,  0.76924,  1.00,  1.00,  1.00,  0.56078, 1, 2, 0, 0,  0.75294,  0.24706,  0.00,  0.00
19, 42222,  4.06495,  18.6949,  4.13563, -0.75591,  0.64567, -0.05512,  1.00, -0.81102,  0.58268, -0.06299,  1.00,  0.32209,  0.85144,  0.32209,  0.85144,  1.00,  1.00,  1.00,  0.56078, 0, 1, 0, 0,  0.52549,  0.47451,  0.00,  0.00
20, 42223,  5.85955,  20.80647,  4.23866, -0.75591,  0.64567, -0.05512,  1.00, -0.59843,  0.79528, -0.08661, -1.00,  0.3443,  0.78355,  0.3443,  0.78355,  1.00,  1.00,  1.00,  0.74902, 0, 1, 0, 0,  0.52549,  0.47451,  0.00,  0.00
21, 42224,  4.06749,  18.79583,  5.33413, -0.75591,  0.64567, -0.05512,  1.00, -0.79528,  0.59843, -0.05512,  1.00,  0.29378,  0.83884,  0.29378,  0.83884,  1.00,  1.00,  1.00,  0.56078, 1, 2, 0, 0,  0.75294,  0.24706,  0.00,  0.00
22, 42222,  4.06495,  18.6949,  4.13563, -0.75591,  0.64567, -0.05512,  1.00, -0.81102,  0.58268, -0.06299,  1.00,  0.32209,  0.85144,  0.32209,  0.85144,  1.00,  1.00,  1.00,  0.56078, 0, 1, 0, 0,  0.52549,  0.47451,  0.00,  0.00
23, 42221,  5.88497,  20.94092,  5.5193, -0.75591,  0.64567, -0.05512,  1.00, -0.59055,  0.80315, -0.07874, -1.00,  0.31437,  0.76924,  0.31437,  0.76924,  1.00,  1.00,  1.00,  0.56078, 1, 2, 0, 0,  0.75294,  0.24706,  0.00,  0.00
24, 42225, -10.52994,  21.96146,  1.44127, -0.14961,  0.97638, -0.13386,  1.00,  0.01575,  0.99213, -0.12598, -1.00,  0.30682,  0.77314,  0.30682,  0.77314,  1.00,  1.00,  1.00,  0.74902, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25, 42226, -13.33552,  21.5323,  1.44354, -0.14961,  0.97638, -0.13386,  1.00, -0.26772,  0.95276, -0.12598,  1.00,  0.28835,  0.82307,  0.28835,  0.82307,  1.00,  1.00,  1.00,  0.74902, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
26, 42227, -10.51063,  21.7668, -0.00489, -0.14961,  0.97638, -0.13386,  1.00,  0.01575,  0.99213, -0.13386, -1.00,  0.33244,  0.78279,  0.33244,  0.78279,  1.00,  1.00,  1.00,  0.56078, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
27, 42228, -13.11446,  21.36825, -0.00457, -0.14961,  0.97638, -0.13386,  1.00, -0.27559,  0.95276, -0.14173,  1.00,  0.31533,  0.82915,  0.31533,  0.82915,  1.00,  1.00,  1.00,  0.56078, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
28, 42227, -10.51063,  21.7668, -0.00489, -0.14961,  0.97638, -0.13386,  1.00,  0.01575,  0.99213, -0.13386, -1.00,  0.33244,  0.78279,  0.33244,  0.78279,  1.00,  1.00,  1.00,  0.56078, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
29, 42226, -13.33552,  21.5323,  1.44354, -0.14961,  0.97638, -0.13386,  1.00, -0.26772,  0.95276, -0.12598,  1.00,  0.28835,  0.82307,  0.28835,  0.82307,  1.00,  1.00,  1.00,  0.74902, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
30, 42229, -5.89865,  20.82914,  4.23351,  0.41732,  0.89764, -0.10236,  1.00,  0.59843,  0.79528, -0.08661, -1.00,  0.39452,  0.77033,  0.39452,  0.77033,  1.00,  1.00,  1.00,  0.74902, 3, 4, 0, 0,  0.52549,  0.47451,  0.00,  0.00
31, 42230, -8.1156,  21.86069,  4.21313,  0.41732,  0.89764, -0.10236,  1.00,  0.31496,  0.94488, -0.11024,  1.00,  0.36496,  0.8129,  0.36496,  0.8129,  1.00,  1.00,  1.00,  0.74902, 3, 4, 0, 0,  0.52549,  0.47451,  0.00,  0.00
32, 42231, -5.89813,  20.50262,  1.44928,  0.41732,  0.89764, -0.10236,  1.00,  0.59843,  0.79528, -0.11024, -1.00,  0.44468,  0.80218,  0.44468,  0.80218,  1.00,  1.00,  1.00,  0.74902, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
33, 42232, -8.11246,  21.53496,  1.44609,  0.41732,  0.89764, -0.10236,  1.00,  0.30709,  0.94488, -0.12598,  1.00,  0.41484,  0.84451,  0.41484,  0.84451,  1.00,  1.00,  1.00,  0.74902, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
34, 42231, -5.89813,  20.50262,  1.44928,  0.41732,  0.89764, -0.10236,  1.00,  0.59843,  0.79528, -0.11024, -1.00,  0.44468,  0.80218,  0.44468,  0.80218,  1.00,  1.00,  1.00,  0.74902, 3, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
35, 42230, -8.1156,  21.86069,  4.21313,  0.41732,  0.89764, -0.10236,  1.00,  0.31496,  0.94488, -0.11024,  1.00,  0.36496,  0.8129,  0.36496,  0.8129,  1.00,  1.00,  1.00,  0.74902, 3, 4, 0, 0,  0.52549,  0.47451,  0.00,  0.00
36, 42233, -17.84966,  18.70247,  5.30718, -0.77165,  0.6378, -0.05512,  1.00, -0.79528,  0.59843, -0.08661,  1.00,  0.39032,  0.8231,  0.39032,  0.8231,  1.00,  1.00,  1.00,  0.56078, 4, 5, 0, 0,  0.75294,  0.24706,  0.00,  0.00
37, 42234, -17.82679,  18.61932,  4.10041, -0.77165,  0.6378, -0.05512,  1.00, -0.79528,  0.59843, -0.08661,  1.00,  0.40852,  0.83674,  0.40852,  0.83674,  1.00,  1.00,  1.00,  0.56078, 3, 4, 0, 0,  0.52549,  0.47451,  0.00,  0.00
38, 42235, -16.03531,  20.91487,  5.51609, -0.77165,  0.6378, -0.05512,  1.00, -0.5748,  0.81102, -0.09449, -1.00,  0.41754,  0.77655,  0.41754,  0.77655,  1.00,  1.00,  1.00,  0.56078, 4, 5, 0, 0,  0.75294,  0.24706,  0.00,  0.00
39, 42236, -16.04865,  20.78147,  4.23885, -0.77165,  0.6378, -0.05512,  1.00, -0.5748,  0.81102, -0.10236, -1.00,  0.43617,  0.79189,  0.43617,  0.79189,  1.00,  1.00,  1.00,  0.74902, 3, 4, 0, 0,  0.52549,  0.47451,  0.00,  0.00
40, 42235, -16.03531,  20.91487,  5.51609, -0.77165,  0.6378, -0.05512,  1.00, -0.5748,  0.81102, -0.09449, -1.00,  0.41754,  0.77655,  0.41754,  0.77655,  1.00,  1.00,  1.00,  0.56078, 4, 5, 0, 0,  0.75294,  0.24706,  0.00,  0.00
41, 42234, -17.82679,  18.61932,  4.10041, -0.77165,  0.6378, -0.05512,  1.00, -0.79528,  0.59843, -0.08661,  1.00,  0.40852,  0.83674,  0.40852,  0.83674,  1.00,  1.00,  1.00,  0.56078, 3, 4, 0, 0,  0.52549,  0.47451,  0.00,  0.00
42, 42237,  8.15072,  10.04118,  73.41371, -0.22047,  0.94488, -0.24409,  1.00, -0.22835,  0.94488, -0.24409, -1.00,  0.9829,  0.96756,  0.9829,  0.96756,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
43, 42238,  8.1537,  10.1451,  73.81363, -0.22047,  0.94488, -0.24409,  1.00, -0.19685,  0.95276, -0.24409, -1.00,  0.97677,  0.96756,  0.97677,  0.96756,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
44, 42239,  7.84178,  9.96631,  73.32739, -0.12598,  0.9685, -0.22835,  1.00, -0.13386,  0.96063, -0.22835, -1.00,  0.9829,  0.9683,  0.9829,  0.9683,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
45, 42239,  7.84178,  9.96631,  73.32739, -0.12598,  0.9685, -0.22835,  1.00, -0.13386,  0.96063, -0.22835, -1.00,  0.9829,  0.9683,  0.9829,  0.9683,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
46, 42238,  8.1537,  10.1451,  73.81363, -0.22047,  0.94488, -0.24409,  1.00, -0.19685,  0.95276, -0.24409, -1.00,  0.97677,  0.96756,  0.97677,  0.96756,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
47, 42240,  7.63678,  10.01982,  73.6692, -0.12598,  0.9685, -0.22835,  1.00, -0.11024,  0.9685, -0.2126, -1.00,  0.97677,  0.9683,  0.97677,  0.9683,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
48, 42239,  7.84178,  9.96631,  73.32739, -0.12598,  0.9685, -0.22835,  1.00, -0.13386,  0.96063, -0.22835, -1.00,  0.9829,  0.9683,  0.9829,  0.9683,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
49, 42240,  7.63678,  10.01982,  73.6692, -0.12598,  0.9685, -0.22835,  1.00, -0.11024,  0.9685, -0.2126, -1.00,  0.97677,  0.9683,  0.97677,  0.9683,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
50, 42241,  7.61327,  9.90199,  73.10374, -0.06299,  0.98425, -0.16535,  1.00, -0.06299,  0.98425, -0.17323, -1.00,  0.9829,  0.96899,  0.9829,  0.96899,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.57647,  0.38431,  0.03922,  0.00
51, 42241,  7.61327,  9.90199,  73.10374, -0.06299,  0.98425, -0.16535,  1.00, -0.06299,  0.98425, -0.17323, -1.00,  0.9829,  0.96899,  0.9829,  0.96899,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.57647,  0.38431,  0.03922,  0.00
52, 42240,  7.63678,  10.01982,  73.6692, -0.12598,  0.9685, -0.22835,  1.00, -0.11024,  0.9685, -0.2126, -1.00,  0.97677,  0.9683,  0.97677,  0.9683,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.58431,  0.37647,  0.03922,  0.00
53, 42242,  7.25442,  9.9122,  73.29498, -0.05512,  0.98425, -0.15748,  1.00, -0.04724,  0.99213, -0.14173, -1.00,  0.97677,  0.96899,  0.97677,  0.96899,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.57647,  0.38431,  0.03922,  0.00
54, 42241,  7.61327,  9.90199,  73.10374, -0.06299,  0.98425, -0.16535,  1.00, -0.06299,  0.98425, -0.17323, -1.00,  0.9829,  0.96899,  0.9829,  0.96899,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.57647,  0.38431,  0.03922,  0.00
55, 42242,  7.25442,  9.9122,  73.29498, -0.05512,  0.98425, -0.15748,  1.00, -0.04724,  0.99213, -0.14173, -1.00,  0.97677,  0.96899,  0.97677,  0.96899,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.57647,  0.38431,  0.03922,  0.00
56, 42243,  7.52642,  9.86548,  72.80269, -0.0315,  1.00, -0.07087,  1.00, -0.0315,  1.00, -0.07874, -1.00,  0.9829,  0.96966,  0.9829,  0.96966,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.56471,  0.40392,  0.03137,  0.00
57, 42243,  7.52642,  9.86548,  72.80269, -0.0315,  1.00, -0.07087,  1.00, -0.0315,  1.00, -0.07874, -1.00,  0.9829,  0.96966,  0.9829,  0.96966,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.56471,  0.40392,  0.03137,  0.00
58, 42242,  7.25442,  9.9122,  73.29498, -0.05512,  0.98425, -0.15748,  1.00, -0.04724,  0.99213, -0.14173, -1.00,  0.97677,  0.96899,  0.97677,  0.96899,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.57647,  0.38431,  0.03922,  0.00
59, 42244,  7.10911,  9.85111,  72.79125, -0.0315,  1.00, -0.06299,  1.00, -0.0315,  1.00, -0.03937, -1.00,  0.97677,  0.96966,  0.97677,  0.96966,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.56471,  0.40392,  0.03137,  0.00
60, 42243,  7.52642,  9.86548,  72.80269, -0.0315,  1.00, -0.07087,  1.00, -0.0315,  1.00, -0.07874, -1.00,  0.9829,  0.96966,  0.9829,  0.96966,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.56471,  0.40392,  0.03137,  0.00
61, 42244,  7.10911,  9.85111,  72.79125, -0.0315,  1.00, -0.06299,  1.00, -0.0315,  1.00, -0.03937, -1.00,  0.97677,  0.96966,  0.97677,  0.96966,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.56471,  0.40392,  0.03137,  0.00
62, 42245,  7.60449,  9.86652,  72.5049, -0.05512,  1.00,  0.0315,  1.00, -0.05512,  1.00,  0.02362, -1.00,  0.9829,  0.97031,  0.9829,  0.97031,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.55294,  0.41961,  0.02745,  0.00
63, 42245,  7.60449,  9.86652,  72.5049, -0.05512,  1.00,  0.0315,  1.00, -0.05512,  1.00,  0.02362, -1.00,  0.9829,  0.97031,  0.9829,  0.97031,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.55294,  0.41961,  0.02745,  0.00
64, 42244,  7.10911,  9.85111,  72.79125, -0.0315,  1.00, -0.06299,  1.00, -0.0315,  1.00, -0.03937, -1.00,  0.97677,  0.96966,  0.97677,  0.96966,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.56471,  0.40392,  0.03137,  0.00
65, 42246,  7.23974,  9.85285,  72.29298, -0.05512,  1.00,  0.03937,  1.00, -0.07087,  0.99213,  0.05512, -1.00,  0.97677,  0.97031,  0.97677,  0.97031,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.55294,  0.41961,  0.02745,  0.00
66, 42245,  7.60449,  9.86652,  72.5049, -0.05512,  1.00,  0.0315,  1.00, -0.05512,  1.00,  0.02362, -1.00,  0.9829,  0.97031,  0.9829,  0.97031,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.55294,  0.41961,  0.02745,  0.00
67, 42246,  7.23974,  9.85285,  72.29298, -0.05512,  1.00,  0.03937,  1.00, -0.07087,  0.99213,  0.05512, -1.00,  0.97677,  0.97031,  0.97677,  0.97031,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.55294,  0.41961,  0.02745,  0.00
68, 42247,  7.82654,  9.90477,  72.29015, -0.12598,  0.98425,  0.11024,  1.00, -0.11811,  0.98425,  0.10236, -1.00,  0.9829,  0.97095,  0.9829,  0.97095,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43529,  0.01961,  0.00
69, 42247,  7.82654,  9.90477,  72.29015, -0.12598,  0.98425,  0.11024,  1.00, -0.11811,  0.98425,  0.10236, -1.00,  0.9829,  0.97095,  0.9829,  0.97095,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43529,  0.01961,  0.00
70, 42246,  7.23974,  9.85285,  72.29298, -0.05512,  1.00,  0.03937,  1.00, -0.07087,  0.99213,  0.05512, -1.00,  0.97677,  0.97031,  0.97677,  0.97031,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.55294,  0.41961,  0.02745,  0.00
71, 42248,  7.61127,  9.91685,  71.93366, -0.12598,  0.98425,  0.11024,  1.00, -0.14173,  0.98425,  0.11811, -1.00,  0.97677,  0.97095,  0.97677,  0.97095,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43529,  0.01961,  0.00
72, 42247,  7.82654,  9.90477,  72.29015, -0.12598,  0.98425,  0.11024,  1.00, -0.11811,  0.98425,  0.10236, -1.00,  0.9829,  0.97095,  0.9829,  0.97095,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43529,  0.01961,  0.00
73, 42248,  7.61127,  9.91685,  71.93366, -0.12598,  0.98425,  0.11024,  1.00, -0.14173,  0.98425,  0.11811, -1.00,  0.97677,  0.97095,  0.97677,  0.97095,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43529,  0.01961,  0.00
74, 42249,  8.13305,  9.96997,  72.21598, -0.2126,  0.9685,  0.14173,  1.00, -0.20472,  0.9685,  0.14173, -1.00,  0.9829,  0.9715,  0.9829,  0.9715,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.53725,  0.44314,  0.01961,  0.00
75, 42249,  8.13305,  9.96997,  72.21598, -0.2126,  0.9685,  0.14173,  1.00, -0.20472,  0.9685,  0.14173, -1.00,  0.9829,  0.9715,  0.9829,  0.9715,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.53725,  0.44314,  0.01961,  0.00
76, 42248,  7.61127,  9.91685,  71.93366, -0.12598,  0.98425,  0.11024,  1.00, -0.14173,  0.98425,  0.11811, -1.00,  0.97677,  0.97095,  0.97677,  0.97095,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43529,  0.01961,  0.00
77, 42250,  8.12412,  10.02595,  71.80957, -0.22047,  0.9685,  0.14173,  1.00, -0.23622,  0.96063,  0.13386, -1.00,  0.97677,  0.9715,  0.97677,  0.9715,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.53725,  0.44314,  0.01961,  0.00
78, 42249,  8.13305,  9.96997,  72.21598, -0.2126,  0.9685,  0.14173,  1.00, -0.20472,  0.9685,  0.14173, -1.00,  0.9829,  0.9715,  0.9829,  0.9715,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.53725,  0.44314,  0.01961,  0.00
79, 42250,  8.12412,  10.02595,  71.80957, -0.22047,  0.9685,  0.14173,  1.00, -0.23622,  0.96063,  0.13386, -1.00,  0.97677,  0.9715,  0.97677,  0.9715,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.53725,  0.44314,  0.01961,  0.00
80, 42251,  8.44191,  10.04469,  72.30228, -0.29921,  0.94488,  0.11811,  1.00, -0.29921,  0.94488,  0.11811, -1.00,  0.9829,  0.97226,  0.9829,  0.97226,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43922,  0.01569,  0.00
81, 42251,  8.44191,  10.04469,  72.30228, -0.29921,  0.94488,  0.11811,  1.00, -0.29921,  0.94488,  0.11811, -1.00,  0.9829,  0.97226,  0.9829,  0.97226,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43922,  0.01569,  0.00
82, 42250,  8.12412,  10.02595,  71.80957, -0.22047,  0.9685,  0.14173,  1.00, -0.23622,  0.96063,  0.13386, -1.00,  0.97677,  0.9715,  0.97677,  0.9715,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.53725,  0.44314,  0.01961,  0.00
83, 42252,  8.64092,  10.15097,  71.95396, -0.30709,  0.94488,  0.11024,  1.00, -0.32283,  0.94488,  0.10236, -1.00,  0.97677,  0.97226,  0.97677,  0.97226,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43922,  0.01569,  0.00
84, 42251,  8.44191,  10.04469,  72.30228, -0.29921,  0.94488,  0.11811,  1.00, -0.29921,  0.94488,  0.11811, -1.00,  0.9829,  0.97226,  0.9829,  0.97226,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43922,  0.01569,  0.00
85, 42252,  8.64092,  10.15097,  71.95396, -0.30709,  0.94488,  0.11024,  1.00, -0.32283,  0.94488,  0.10236, -1.00,  0.97677,  0.97226,  0.97677,  0.97226,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43922,  0.01569,  0.00
86, 42253,  8.6704,  10.10896,  72.52592, -0.3622,  0.92913,  0.05512,  1.00, -0.3622,  0.92913,  0.05512, -1.00,  0.9829,  0.9729,  0.9829,  0.9729,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.54902,  0.43137,  0.01961,  0.00
87, 42253,  8.6704,  10.10896,  72.52592, -0.3622,  0.92913,  0.05512,  1.00, -0.3622,  0.92913,  0.05512, -1.00,  0.9829,  0.9729,  0.9829,  0.9729,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.54902,  0.43137,  0.01961,  0.00
88, 42252,  8.64092,  10.15097,  71.95396, -0.30709,  0.94488,  0.11024,  1.00, -0.32283,  0.94488,  0.10236, -1.00,  0.97677,  0.97226,  0.97677,  0.97226,  1.00,  1.00,  1.00,  0.00, 6, 7, 8, 0,  0.5451,  0.43922,  0.01569,  0.00
