VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE7.x, ATTRIBUTE7.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w
10, 24970,  20.48547,  1.01409,  133.50592,  0.88189,  0.4252,  0.1811,  1.00,  0.93701,  0.29134,  0.18898, -1.00,  0.69372,  0.87134,  1.00,  1.00,  0.78722,  0.87134,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.63922,  0.36078,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
11, 24969,  20.06196,  1.98017,  134.12027,  0.73228,  0.65354,  0.18898,  1.00,  0.69291,  0.69291,  0.2126,  1.00,  0.68125,  0.86294,  1.00,  1.00,  0.79969,  0.86294,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.51765,  0.48235,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
12, 24972,  20.8824, -6.82513,  129.22267,  0.14173, -0.98425,  0.07087,  1.00,  0.14173, -0.98425,  0.07087, -1.00,  0.81286,  0.93814,  1.00,  1.00,  0.66808,  0.93814,  0.49804,  1.00,  1.00,  0.00, 2, 1, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
13, 24973,  21.38897, -6.7511,  129.26031,  0.82677, -0.53543,  0.1811,  1.00,  0.49606, -0.85827,  0.13386, -1.00,  0.79971,  0.93821,  1.00,  1.00,  0.68123,  0.93821,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
14, 24974,  21.04413, -6.87508,  128.21907,  0.22835, -0.96063, -0.14961,  1.00,  0.25197, -0.94488, -0.2126,  1.00,  0.81286,  0.95255,  1.00,  1.00,  0.66808,  0.95255,  0.49804,  1.00,  1.00,  0.00, 2, 1, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
15, 24974,  21.04413, -6.87508,  128.21907,  0.22835, -0.96063, -0.14961,  1.00,  0.25197, -0.94488, -0.2126,  1.00,  0.81286,  0.95255,  1.00,  1.00,  0.66808,  0.95255,  0.49804,  1.00,  1.00,  0.00, 2, 1, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
16, 24973,  21.38897, -6.7511,  129.26031,  0.82677, -0.53543,  0.1811,  1.00,  0.49606, -0.85827,  0.13386, -1.00,  0.79971,  0.93821,  1.00,  1.00,  0.68123,  0.93821,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
17, 24975,  21.5564, -6.79241,  128.44635,  0.7874, -0.61417,  0.07087,  1.00,  0.74016, -0.61417, -0.27559, -1.00,  0.79971,  0.95255,  1.00,  1.00,  0.68123,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52549,  0.47451,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
18, 24975,  21.5564, -6.79241,  128.44635,  0.7874, -0.61417,  0.07087,  1.00,  0.74016, -0.61417, -0.27559, -1.00,  0.79971,  0.95255,  1.00,  1.00,  0.68123,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52549,  0.47451,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
19, 24976,  21.07362, -6.66384,  128.0703,  0.44094, -0.28346, -0.85039,  1.00,  0.43307, -0.38583, -0.8189, -1.00,  0.79757,  0.96698,  1.00,  1.00,  0.68337,  0.96698,  0.49804,  1.00,  1.00,  0.00, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
20, 24977,  21.04413, -6.87508,  128.21907,  0.22835, -0.96063, -0.14961,  1.00,  0.25197, -0.94488, -0.2126,  1.00,  0.79971,  0.96698,  1.00,  1.00,  0.68123,  0.96698,  0.49804,  1.00,  1.00,  0.00, 2, 1, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
21, 24978,  21.58076, -6.60492,  128.30818,  0.88189, -0.25197, -0.40157,  1.00,  0.85039, -0.32283, -0.40945, -1.00,  0.79777,  0.95255,  1.00,  1.00,  0.68317,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.54118,  0.45882,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
22, 24976,  21.07362, -6.66384,  128.0703,  0.44094, -0.28346, -0.85039,  1.00,  0.43307, -0.38583, -0.8189, -1.00,  0.79757,  0.96698,  1.00,  1.00,  0.68337,  0.96698,  0.49804,  1.00,  1.00,  0.00, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
23, 24975,  21.5564, -6.79241,  128.44635,  0.7874, -0.61417,  0.07087,  1.00,  0.74016, -0.61417, -0.27559, -1.00,  0.79971,  0.95255,  1.00,  1.00,  0.68123,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52549,  0.47451,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
24, 24978,  21.58076, -6.60492,  128.30818,  0.88189, -0.25197, -0.40157,  1.00,  0.85039, -0.32283, -0.40945, -1.00,  0.79777,  0.95255,  1.00,  1.00,  0.68317,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.54118,  0.45882,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
25, 24979,  21.79126, -5.7391,  128.23466,  0.94488, -0.20472, -0.25984,  1.00,  0.83465,  0.01575, -0.55118,  1.00,  0.78793,  0.95255,  1.00,  1.00,  0.69301,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.62353,  0.37647,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
26, 24976,  21.07362, -6.66384,  128.0703,  0.44094, -0.28346, -0.85039,  1.00,  0.43307, -0.38583, -0.8189, -1.00,  0.79757,  0.96698,  1.00,  1.00,  0.68337,  0.96698,  0.49804,  1.00,  1.00,  0.00, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
27, 24976,  21.07362, -6.66384,  128.0703,  0.44094, -0.28346, -0.85039,  1.00,  0.43307, -0.38583, -0.8189, -1.00,  0.79757,  0.96698,  1.00,  1.00,  0.68337,  0.96698,  0.49804,  1.00,  1.00,  0.00, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
28, 24979,  21.79126, -5.7391,  128.23466,  0.94488, -0.20472, -0.25984,  1.00,  0.83465,  0.01575, -0.55118,  1.00,  0.78793,  0.95255,  1.00,  1.00,  0.69301,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.62353,  0.37647,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
29, 24980,  21.30578, -5.67945,  127.97727,  0.44882, -0.14173, -0.88189,  1.00,  0.48819,  0.2126, -0.85039,  1.00,  0.78726,  0.96698,  1.00,  1.00,  0.69368,  0.96698,  0.49804,  1.00,  1.00,  0.00, 1, 2, 0, 0, 0, 0, 0, 0,  0.61961,  0.38039,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
30, 24981,  21.76641, -5.63821,  128.2822,  0.89764, -0.33071, -0.28346,  1.00,  0.75591,  0.37008, -0.54331,  1.00,  0.78702,  0.95255,  1.00,  1.00,  0.69392,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.63529,  0.36471,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
31, 24980,  21.30578, -5.67945,  127.97727,  0.44882, -0.14173, -0.88189,  1.00,  0.48819,  0.2126, -0.85039,  1.00,  0.78726,  0.96698,  1.00,  1.00,  0.69368,  0.96698,  0.49804,  1.00,  1.00,  0.00, 1, 2, 0, 0, 0, 0, 0, 0,  0.61961,  0.38039,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
32, 24979,  21.79126, -5.7391,  128.23466,  0.94488, -0.20472, -0.25984,  1.00,  0.83465,  0.01575, -0.55118,  1.00,  0.78793,  0.95255,  1.00,  1.00,  0.69301,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.62353,  0.37647,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
33, 24982,  21.31494, -5.57663,  128.02386, -0.74016,  0.38583, -0.55118,  1.00,  0.50394,  0.32283, -0.80315, -1.00,  0.78638,  0.96698,  1.00,  1.00,  0.69456,  0.96698,  0.49804,  1.00,  1.00,  0.00, 1, 2, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
34, 24980,  21.30578, -5.67945,  127.97727,  0.44882, -0.14173, -0.88189,  1.00,  0.48819,  0.2126, -0.85039,  1.00,  0.78726,  0.96698,  1.00,  1.00,  0.69368,  0.96698,  0.49804,  1.00,  1.00,  0.00, 1, 2, 0, 0, 0, 0, 0, 0,  0.61961,  0.38039,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
35, 24981,  21.76641, -5.63821,  128.2822,  0.89764, -0.33071, -0.28346,  1.00,  0.75591,  0.37008, -0.54331,  1.00,  0.78702,  0.95255,  1.00,  1.00,  0.69392,  0.95255,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.63529,  0.36471,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
36, 24983,  20.4164,  2.317,  129.17873,  0.00,  1.00,  0.07087,  1.00,  0.00,  1.00,  0.07087,  1.00,  0.66803,  0.93681,  1.00,  1.00,  0.81291,  0.93681,  0.49804,  1.00,  1.00,  0.00, 0, 1, 0, 0, 0, 0, 0, 0,  0.51765,  0.48235,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
37, 24984,  20.9273,  2.31397,  129.22845,  0.75591,  0.62205,  0.20472,  1.00,  0.37795,  0.91339,  0.14173,  1.00,  0.68125,  0.93688,  1.00,  1.00,  0.79969,  0.93688,  0.49804,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.5098,  0.4902,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
38, 24985,  20.31423,  2.27948,  129.75089,  0.00,  1.00,  0.07087,  1.00,  0.00,  1.00,  0.07087, -1.00,  0.66803,  0.92851,  1.00,  1.00,  0.81291,  0.92851,  0.49804,  1.00,  1.00,  0.00, 0, 1, 0, 0, 0, 0, 0, 0,  0.51765,  0.48235,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
39, 24986,  20.81961,  2.27526,  129.8187,  0.77953,  0.59843,  0.17323,  1.00,  0.76378,  0.62205,  0.17323,  1.00,  0.68125,  0.92837,  1.00,  1.00,  0.79969,  0.92837,  0.49804,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.5098,  0.4902,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
40, 24985,  20.31423,  2.27948,  129.75089,  0.00,  1.00,  0.07087,  1.00,  0.00,  1.00,  0.07087, -1.00,  0.66803,  0.92851,  1.00,  1.00,  0.81291,  0.92851,  0.49804,  1.00,  1.00,  0.00, 0, 1, 0, 0, 0, 0, 0, 0,  0.51765,  0.48235,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
41, 24984,  20.9273,  2.31397,  129.22845,  0.75591,  0.62205,  0.20472,  1.00,  0.37795,  0.91339,  0.14173,  1.00,  0.68125,  0.93688,  1.00,  1.00,  0.79969,  0.93688,  0.49804,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.5098,  0.4902,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
42, 24987,  20.9273,  2.31397,  129.22845,  0.75591,  0.62205,  0.20472,  1.00,  0.37795,  0.91339,  0.14173,  1.00,  0.68125,  0.93688,  1.00,  1.00,  0.79969,  0.93688,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.5098,  0.4902,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
43, 24988,  21.2502,  1.22845,  129.17258,  0.88189,  0.4252,  0.19685,  1.00,  0.96063,  0.19685,  0.1811, -1.00,  0.69436,  0.93681,  1.00,  1.00,  0.78658,  0.93681,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
44, 24989,  20.81961,  2.27526,  129.8187,  0.77953,  0.59843,  0.17323,  1.00,  0.76378,  0.62205,  0.17323,  1.00,  0.68125,  0.92837,  1.00,  1.00,  0.79969,  0.92837,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.5098,  0.4902,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
45, 24990,  21.14277,  1.20032,  129.75829,  0.88976,  0.4252,  0.17323,  1.00,  0.94488,  0.27559,  0.1811, -1.00,  0.6938,  0.92834,  1.00,  1.00,  0.78714,  0.92834,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
46, 24989,  20.81961,  2.27526,  129.8187,  0.77953,  0.59843,  0.17323,  1.00,  0.76378,  0.62205,  0.17323,  1.00,  0.68125,  0.92837,  1.00,  1.00,  0.79969,  0.92837,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.5098,  0.4902,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
47, 24988,  21.2502,  1.22845,  129.17258,  0.88189,  0.4252,  0.19685,  1.00,  0.96063,  0.19685,  0.1811, -1.00,  0.69436,  0.93681,  1.00,  1.00,  0.78658,  0.93681,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0, 0, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
48, 24991,  21.29081, -6.72603,  129.85295,  0.85039, -0.50394,  0.14961,  1.00,  0.74803, -0.64567,  0.14961, -1.00,  0.79971,  0.92837,  1.00,  1.00,  0.68123,  0.92837,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
49, 24992,  21.61731, -5.61698,  129.16931,  0.93701, -0.29921,  0.17323,  1.00,  0.97638, -0.11024,  0.16535,  1.00,  0.78642,  0.93681,  1.00,  1.00,  0.69452,  0.93681,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
50, 24993,  21.38897, -6.7511,  129.26031,  0.82677, -0.53543,  0.1811,  1.00,  0.49606, -0.85827,  0.13386, -1.00,  0.79971,  0.93688,  1.00,  1.00,  0.68123,  0.93688,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
51, 24994,  21.51756, -5.60586,  129.75694,  0.94488, -0.29134,  0.15748,  1.00,  0.9685, -0.1811,  0.15748,  1.00,  0.78701,  0.92834,  1.00,  1.00,  0.69393,  0.92834,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
52, 24992,  21.61731, -5.61698,  129.16931,  0.93701, -0.29921,  0.17323,  1.00,  0.97638, -0.11024,  0.16535,  1.00,  0.78642,  0.93681,  1.00,  1.00,  0.69452,  0.93681,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.63137,  0.36863,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
53, 24991,  21.29081, -6.72603,  129.85295,  0.85039, -0.50394,  0.14961,  1.00,  0.74803, -0.64567,  0.14961, -1.00,  0.79971,  0.92837,  1.00,  1.00,  0.68123,  0.92837,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
54, 24995,  20.78947, -6.80051,  129.79709,  0.14173, -0.98425,  0.06299,  1.00,  0.14173, -0.98425,  0.06299,  1.00,  0.81286,  0.92851,  1.00,  1.00,  0.66808,  0.92851,  0.49804,  1.00,  1.00,  0.00, 2, 1, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
55, 24996,  21.38897, -6.7511,  129.26031,  0.82677, -0.53543,  0.1811,  1.00,  0.49606, -0.85827,  0.13386, -1.00,  0.79971,  0.93688,  1.00,  1.00,  0.68123,  0.93688,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
56, 24997,  20.8824, -6.82513,  129.22267,  0.14173, -0.98425,  0.07087,  1.00,  0.14173, -0.98425,  0.07087, -1.00,  0.81286,  0.93681,  1.00,  1.00,  0.66808,  0.93681,  0.49804,  1.00,  1.00,  0.00, 2, 1, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
57, 24998,  21.29081, -6.72603,  129.85295,  0.85039, -0.50394,  0.14961,  1.00,  0.74803, -0.64567,  0.14961, -1.00,  0.79971,  0.92837,  1.00,  1.00,  0.68123,  0.92837,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
58, 24996,  21.38897, -6.7511,  129.26031,  0.82677, -0.53543,  0.1811,  1.00,  0.49606, -0.85827,  0.13386, -1.00,  0.79971,  0.93688,  1.00,  1.00,  0.68123,  0.93688,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
59, 24995,  20.78947, -6.80051,  129.79709,  0.14173, -0.98425,  0.06299,  1.00,  0.14173, -0.98425,  0.06299,  1.00,  0.81286,  0.92851,  1.00,  1.00,  0.66808,  0.92851,  0.49804,  1.00,  1.00,  0.00, 2, 1, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
60, 24999,  20.91239, -5.53341,  133.51743,  0.94488, -0.28346,  0.16535,  1.00,  0.9685, -0.18898,  0.16535,  1.00,  0.78704,  0.87134,  1.00,  1.00,  0.6939,  0.87134,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
61, 25000,  20.60586, -6.53454,  134.17273,  0.81102, -0.55906,  0.15748,  1.00,  0.77165, -0.61417,  0.1811, -1.00,  0.79971,  0.86294,  1.00,  1.00,  0.68123,  0.86294,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
62, 25001,  20.81981, -5.52351,  134.07072,  0.94488, -0.29134,  0.15748,  1.00,  0.98425, -0.08661,  0.14173,  1.00,  0.78663,  0.86295,  1.00,  1.00,  0.69431,  0.86295,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
63, 25002,  20.69651, -6.55787,  133.62276,  0.82677, -0.54331,  0.15748,  1.00,  0.67717, -0.71654,  0.14173, -1.00,  0.79971,  0.87129,  1.00,  1.00,  0.68123,  0.87129,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
64, 25000,  20.60586, -6.53454,  134.17273,  0.81102, -0.55906,  0.15748,  1.00,  0.77165, -0.61417,  0.1811, -1.00,  0.79971,  0.86294,  1.00,  1.00,  0.68123,  0.86294,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
65, 24999,  20.91239, -5.53341,  133.51743,  0.94488, -0.28346,  0.16535,  1.00,  0.9685, -0.18898,  0.16535,  1.00,  0.78704,  0.87134,  1.00,  1.00,  0.6939,  0.87134,  1.00,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.62745,  0.37255,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
66, 25003,  20.69651, -6.55787,  133.62276,  0.82677, -0.54331,  0.15748,  1.00,  0.67717, -0.71654,  0.14173, -1.00,  0.79971,  0.87129,  1.00,  1.00,  0.68123,  0.87129,  0.49804,  1.00,  1.00,  0.49804, 1, 2, 0, 0, 0, 0, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
67, 25004,  20.11614, -6.60421,  134.16502,  0.14961, -0.98425,  0.11811,  1.00,  0.14173, -0.97638,  0.14173, -1.00,  0.81286,  0.86285,  1.00,  1.00,  0.66808,  0.86285,  0.49804,  1.00,  1.00,  0.00, 2, 1, 0, 0, 0, 0, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
