VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
12, 20401,  10.32147, -38.13571,  44.5115,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.72157,  0.27843,  0.00,  0.00
13, 20400,  10.31234, -38.13943,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.72157,  0.27843,  0.00,  0.00
14, 20399,  10.31937, -39.72197,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.70196,  0.29804,  0.00,  0.00
15, 20402,  10.3103, -32.09576,  42.43938,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
16, 20403,  10.31937, -32.09597,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
17, 20404,  10.31234, -30.51343,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.78039,  0.21961,  0.00,  0.00
18, 20405,  10.32147, -30.50971,  44.5115,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.78039,  0.21961,  0.00,  0.00
19, 20404,  10.31234, -30.51343,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.78039,  0.21961,  0.00,  0.00
20, 20403,  10.31937, -32.09597,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
21, 20406,  10.3103, -19.28304,  42.43938,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.84706,  0.15294,  0.00,  0.00
22, 20407,  10.31937, -19.28324,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.84706,  0.15294,  0.00,  0.00
23, 20408,  10.31234, -17.7007,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
24, 20409,  10.32147, -17.69698,  44.5115,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
25, 20408,  10.31234, -17.7007,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
26, 20407,  10.31937, -19.28324,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.84706,  0.15294,  0.00,  0.00
27, 20410,  10.3103, -14.07138,  42.43938,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.87843,  0.12157,  0.00,  0.00
28, 20411,  10.31937, -14.07158,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.87843,  0.12157,  0.00,  0.00
29, 20412,  10.31234, -12.48905,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.88627,  0.11373,  0.00,  0.00
30, 20413,  10.32147, -12.48532,  44.5115,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.88627,  0.11373,  0.00,  0.00
31, 20412,  10.31234, -12.48905,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.88627,  0.11373,  0.00,  0.00
32, 20411,  10.31937, -14.07158,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.87843,  0.12157,  0.00,  0.00
33, 20414,  10.3103, -6.53135,  42.43938,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.91765,  0.08235,  0.00,  0.00
34, 20415,  10.31937, -6.53155,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.91765,  0.08235,  0.00,  0.00
35, 20416,  10.31234, -4.94901,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00
36, 20417,  10.32147, -4.94529,  44.5115,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00
37, 20416,  10.31234, -4.94901,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00
38, 20415,  10.31937, -6.53155,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.91765,  0.08235,  0.00,  0.00
39, 20418,  10.3103, -1.27876,  42.43938,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.93725,  0.06275,  0.00,  0.00
40, 20419,  10.31937, -1.27897,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.93725,  0.06275,  0.00,  0.00
41, 20420,  10.31234,  0.30357,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.9451,  0.0549,  0.00,  0.00
42, 20421,  10.32147,  0.30729,  44.5115,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.9451,  0.0549,  0.00,  0.00
43, 20420,  10.31234,  0.30357,  42.43917,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.9451,  0.0549,  0.00,  0.00
44, 20419,  10.31937, -1.27897,  44.51364,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.93725,  0.06275,  0.00,  0.00
45, 20422, -10.31234, -38.13943,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.72157,  0.27843,  0.00,  0.00
46, 20423, -10.31937, -39.72197,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.70196,  0.29804,  0.00,  0.00
47, 20424, -10.3103, -39.72177,  42.43938, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.70196,  0.29804,  0.00,  0.00
48, 20425, -10.32147, -38.13571,  44.5115, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.72157,  0.27843,  0.00,  0.00
49, 20423, -10.31937, -39.72197,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.70196,  0.29804,  0.00,  0.00
50, 20422, -10.31234, -38.13943,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.72157,  0.27843,  0.00,  0.00
51, 20426, -10.31234, -30.51343,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.78039,  0.21961,  0.00,  0.00
52, 20427, -10.31937, -32.09597,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
53, 20428, -10.3103, -32.09576,  42.43938, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
54, 20429, -10.32147, -30.50971,  44.5115, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.78039,  0.21961,  0.00,  0.00
55, 20427, -10.31937, -32.09597,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
56, 20426, -10.31234, -30.51343,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.78039,  0.21961,  0.00,  0.00
57, 20430, -10.31234, -17.7007,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
58, 20431, -10.31937, -19.28324,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.84706,  0.15294,  0.00,  0.00
59, 20432, -10.3103, -19.28304,  42.43938, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.84706,  0.15294,  0.00,  0.00
60, 20433, -10.32147, -17.69698,  44.5115, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
61, 20431, -10.31937, -19.28324,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.84706,  0.15294,  0.00,  0.00
62, 20430, -10.31234, -17.7007,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.8549,  0.1451,  0.00,  0.00
63, 20434, -10.31234, -12.48905,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.88627,  0.11373,  0.00,  0.00
64, 20435, -10.31937, -14.07158,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.87843,  0.12157,  0.00,  0.00
65, 20436, -10.3103, -14.07138,  42.43938, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.87843,  0.12157,  0.00,  0.00
66, 20437, -10.32147, -12.48532,  44.5115, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.88627,  0.11373,  0.00,  0.00
67, 20435, -10.31937, -14.07158,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.87843,  0.12157,  0.00,  0.00
68, 20434, -10.31234, -12.48905,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.88627,  0.11373,  0.00,  0.00
69, 20438, -10.31234, -4.94901,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00
70, 20439, -10.31937, -6.53155,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.91765,  0.08235,  0.00,  0.00
71, 20440, -10.3103, -6.53135,  42.43938, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.91765,  0.08235,  0.00,  0.00
72, 20441, -10.32147, -4.94529,  44.5115, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00
73, 20439, -10.31937, -6.53155,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.91765,  0.08235,  0.00,  0.00
74, 20438, -10.31234, -4.94901,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.92157,  0.07843,  0.00,  0.00
75, 20442, -10.31234,  0.30357,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.9451,  0.0549,  0.00,  0.00
76, 20443, -10.31937, -1.27897,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.93725,  0.06275,  0.00,  0.00
77, 20444, -10.3103, -1.27876,  42.43938, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.93725,  0.06275,  0.00,  0.00
78, 20445, -10.32147,  0.30729,  44.5115, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.9451,  0.0549,  0.00,  0.00
79, 20443, -10.31937, -1.27897,  44.51364, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787, -1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.93725,  0.06275,  0.00,  0.00
80, 20442, -10.31234,  0.30357,  42.43917, -1.00,  0.00, -0.00787,  1.00, -1.00,  0.00, -0.00787,  1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 0, 1, 0, 0,  0.9451,  0.0549,  0.00,  0.00
81, 20446,  9.2712, -73.5694,  33.53698,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.54902,  0.45098,  0.00,  0.00
82, 20447,  9.28028, -73.5696,  35.61123,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.54902,  0.45098,  0.00,  0.00
83, 20448,  9.27324, -71.98706,  33.53676,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.53725,  0.46275,  0.00,  0.00
84, 20449,  9.28237, -71.98334,  35.60909,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.53725,  0.46275,  0.00,  0.00
85, 20448,  9.27324, -71.98706,  33.53676,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.53725,  0.46275,  0.00,  0.00
86, 20447,  9.28028, -73.5696,  35.61123,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.54902,  0.45098,  0.00,  0.00
87, 20450,  9.2712, -73.54173,  50.41185,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.1912,  0.50232,  0.1912,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.54902,  0.45098,  0.00,  0.00
88, 20451,  9.28028, -73.54193,  52.4861,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787,  1.00,  0.50232,  0.12963,  0.50232,  0.12963,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.54902,  0.45098,  0.00,  0.00
89, 20452,  9.27324, -71.9594,  50.41163,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.19121,  0.55924,  0.19121,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.53725,  0.46275,  0.00,  0.00
90, 20453,  9.28237, -71.95567,  52.48396,  1.00,  0.00, -0.00787,  1.00,  1.00,  0.00, -0.00787, -1.00,  0.55924,  0.12969,  0.55924,  0.12969,  1.00,  1.00,  1.00,  0.49804, 1, 0, 0, 0,  0.53725,  0.46275,  0.00,  0.00
