VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w
10, 10,  0.49291, -6.01575, -5.93505,  0.46457,  0.22047, -0.85827,  1.00,  0.67717, -0.33071, -0.65354,  1.00,  0.29843,  0.24983,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
11, 11,  0.49291, -6.45192, -5.71303,  0.67717, -0.64567, -0.35433,  1.00,  0.67717, -0.33071, -0.65354, -1.00,  0.30274,  0.25459,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
12, 12,  0.46495, -10.66148, -12.34586,  0.93701,  0.04724, -0.35433,  1.00, -0.14173, -0.99213, -0.0315,  1.00,  0.36132,  0.21272,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
13, 13,  0.46512, -10.67659, -11.90142,  0.9685, -0.08661, -0.22835,  1.00, -0.14173, -0.99213, -0.0315,  1.00,  0.36696,  0.21168,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
14, 14,  0.75, -10.74403, -11.13036,  0.88976,  0.03937, -0.45669,  1.00, -0.14173, -0.99213, -0.0315,  1.00,  0.3599,  0.23247,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
15, 15,  0.46511, -14.38964, -11.90683,  0.9685,  0.09449, -0.22835,  1.00, -0.23622,  0.9685, -0.03937, -1.00,  0.21062,  0.00533,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
16, 16,  0.46495, -14.406, -12.3513,  0.92913, -0.04724, -0.37008,  1.00, -0.23622,  0.9685, -0.03937, -1.00,  0.216,  0.00652,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
17, 17,  0.75, -14.29097, -11.13036,  0.87402, -0.03937, -0.48819,  1.00, -0.23622,  0.9685, -0.03937, -1.00,  0.21712,  0.0249,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
18, 18, -0.46495, -10.66148,  12.34586, -0.93701,  0.04724,  0.35433,  1.00,  0.14173, -0.99213,  0.0315,  1.00,  0.36132,  0.21272,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
19, 19, -0.46512, -10.67659,  11.90142, -0.9685, -0.08661,  0.22835,  1.00,  0.14173, -0.99213,  0.0315,  1.00,  0.36696,  0.21168,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
20, 20, -0.75, -10.74403,  11.13036, -0.88976,  0.03937,  0.45669,  1.00,  0.14173, -0.99213,  0.0315,  1.00,  0.3599,  0.23247,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
21, 21, -0.75, -5.98759,  5.68236, -0.93701,  0.05512,  0.33858,  1.00, -0.67717, -0.33071,  0.65354,  1.00,  0.29843,  0.25622,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
22, 22, -0.49291, -6.01575,  5.93505, -0.46457,  0.22047,  0.85827,  1.00, -0.67717, -0.33071,  0.65354,  1.00,  0.29843,  0.24983,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
23, 23, -0.49291, -6.45192,  5.71303, -0.67717, -0.64567,  0.35433,  1.00, -0.67717, -0.33071,  0.65354, -1.00,  0.30274,  0.25459,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
24, 24, -0.46511, -14.38964,  11.90683, -0.9685,  0.09449,  0.22835,  1.00,  0.23622,  0.9685,  0.03937, -1.00,  0.21062,  0.00533,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25, 25, -0.46495, -14.406,  12.3513, -0.92913, -0.04724,  0.37008,  1.00,  0.23622,  0.9685,  0.03937, -1.00,  0.216,  0.00652,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
26, 26, -0.75, -14.29097,  11.13036, -0.87402, -0.03937,  0.48819,  1.00,  0.23622,  0.9685,  0.03937, -1.00,  0.21712,  0.0249,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
27, 27, -0.49291, -6.45192, -5.71303, -0.67717, -0.64567, -0.35433,  1.00, -0.67717, -0.33071, -0.65354,  1.00,  0.30274,  0.25459,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
28, 28, -0.49291, -6.01575, -5.93505, -0.46457,  0.22047, -0.85827,  1.00, -0.67717, -0.33071, -0.65354, -1.00,  0.29843,  0.24983,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
29, 29, -0.75, -5.98759, -5.68236, -0.93701,  0.05512, -0.33858,  1.00, -0.67717, -0.33071, -0.65354, -1.00,  0.29843,  0.25622,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
30, 30, -0.75, -10.74403, -11.13036, -0.88976,  0.03937, -0.45669,  1.00,  0.14173, -0.99213, -0.0315, -1.00,  0.3599,  0.23247,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
31, 31, -0.46512, -10.67659, -11.90142, -0.9685, -0.08661, -0.22835,  1.00,  0.14173, -0.99213, -0.0315, -1.00,  0.36696,  0.21168,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
32, 32, -0.46495, -10.66148, -12.34586, -0.93701,  0.04724, -0.35433,  1.00,  0.14173, -0.99213, -0.0315, -1.00,  0.36132,  0.21272,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
33, 33, -0.75, -14.29097, -11.13036, -0.87402, -0.03937, -0.48819,  1.00,  0.23622,  0.9685, -0.03937,  1.00,  0.21712,  0.0249,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
34, 34, -0.46495, -14.406, -12.3513, -0.92913, -0.04724, -0.37008,  1.00,  0.23622,  0.9685, -0.03937,  1.00,  0.216,  0.00652,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
35, 35, -0.46511, -14.38964, -11.90683, -0.9685,  0.09449, -0.22835,  1.00,  0.23622,  0.9685, -0.03937,  1.00,  0.21062,  0.00533,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
36, 36,  0.75, -2.55181,  3.23616,  0.90551,  0.14961,  0.3937,  1.00,  0.00,  0.45669,  0.88976,  1.00,  0.14762,  0.1698,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
37, 37,  0.75, -0.81006,  2.34458,  0.9685,  0.12598,  0.2126,  1.00,  0.00,  0.45669,  0.88976, -1.00,  0.12619,  0.1698,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.91373,  0.08627,  0.00,  0.00
38, 38,  0.975, -2.55181,  3.23616,  0.00,  0.35433,  0.93701,  1.00,  0.00,  0.45669,  0.88976,  1.00,  0.14709,  0.17288,  1.00,  1.00,  0.74902,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
39, 39,  1.20, -2.55181,  3.23616,  0.26772,  0.35433,  0.89764,  1.00,  0.00,  0.45669,  0.88976,  1.00,  0.14688,  0.1754,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
40, 38,  0.975, -2.55181,  3.23616,  0.00,  0.35433,  0.93701,  1.00,  0.00,  0.45669,  0.88976,  1.00,  0.14709,  0.17288,  1.00,  1.00,  0.74902,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
41, 40,  0.75, -0.81006,  2.34458,  0.9685,  0.12598,  0.2126,  1.00,  0.00,  0.45669,  0.88976,  1.00,  0.12619,  0.17584,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.91373,  0.08627,  0.00,  0.00
42, 41,  0.75, -0.81006, -2.34458,  0.9685,  0.12598, -0.2126,  1.00,  0.00,  0.45669, -0.88976, -1.00,  0.12619,  0.17584,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.91373,  0.08627,  0.00,  0.00
43, 42,  0.975, -2.55181, -3.23616,  0.00,  0.35433, -0.93701,  1.00,  0.00,  0.45669, -0.88976, -1.00,  0.14709,  0.17288,  1.00,  1.00,  0.74902,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
44, 43,  1.20, -2.55181, -3.23616,  0.26772,  0.35433, -0.89764,  1.00,  0.00,  0.45669, -0.88976, -1.00,  0.14688,  0.1754,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
45, 42,  0.975, -2.55181, -3.23616,  0.00,  0.35433, -0.93701,  1.00,  0.00,  0.45669, -0.88976, -1.00,  0.14709,  0.17288,  1.00,  1.00,  0.74902,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
46, 44,  0.75, -0.81006, -2.34458,  0.9685,  0.12598, -0.2126,  1.00,  0.00,  0.45669, -0.88976,  1.00,  0.12619,  0.1698,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.91373,  0.08627,  0.00,  0.00
47, 45,  0.75, -2.55181, -3.23616,  0.90551,  0.14961, -0.3937,  1.00,  0.00,  0.45669, -0.88976, -1.00,  0.14762,  0.1698,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
48, 46, -0.975, -2.55181,  3.23616,  0.00,  0.35433,  0.93701,  1.00,  0.00,  0.45669,  0.88976, -1.00,  0.14709,  0.17288,  1.00,  1.00,  0.74902,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
49, 47, -0.75, -0.81006,  2.34458, -0.9685,  0.12598,  0.2126,  1.00,  0.00,  0.45669,  0.88976,  1.00,  0.12619,  0.1698,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.91373,  0.08627,  0.00,  0.00
50, 48, -0.75, -2.55181,  3.23616, -0.90551,  0.14961,  0.3937,  1.00,  0.00,  0.45669,  0.88976, -1.00,  0.14762,  0.1698,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
51, 49, -0.75, -0.81006,  2.34458, -0.9685,  0.12598,  0.2126,  1.00,  0.00,  0.45669,  0.88976, -1.00,  0.12619,  0.17584,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.91373,  0.08627,  0.00,  0.00
52, 46, -0.975, -2.55181,  3.23616,  0.00,  0.35433,  0.93701,  1.00,  0.00,  0.45669,  0.88976, -1.00,  0.14709,  0.17288,  1.00,  1.00,  0.74902,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
53, 50, -1.20, -2.55181,  3.23616, -0.26772,  0.35433,  0.89764,  1.00,  0.00,  0.45669,  0.88976, -1.00,  0.14688,  0.1754,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
54, 51, -1.20, -2.55181, -3.23616, -0.26772,  0.35433, -0.89764,  1.00,  0.00,  0.45669, -0.88976,  1.00,  0.14688,  0.1754,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
55, 52, -0.975, -2.55181, -3.23616,  0.00,  0.35433, -0.93701,  1.00,  0.00,  0.45669, -0.88976,  1.00,  0.14709,  0.17288,  1.00,  1.00,  0.74902,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
56, 53, -0.75, -0.81006, -2.34458, -0.9685,  0.12598, -0.2126,  1.00,  0.00,  0.45669, -0.88976,  1.00,  0.12619,  0.17584,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.91373,  0.08627,  0.00,  0.00
57, 54, -0.75, -2.55181, -3.23616, -0.90551,  0.14961, -0.3937,  1.00,  0.00,  0.45669, -0.88976,  1.00,  0.14762,  0.1698,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
58, 55, -0.75, -0.81006, -2.34458, -0.9685,  0.12598, -0.2126,  1.00,  0.00,  0.45669, -0.88976, -1.00,  0.12619,  0.1698,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.91373,  0.08627,  0.00,  0.00
59, 52, -0.975, -2.55181, -3.23616,  0.00,  0.35433, -0.93701,  1.00,  0.00,  0.45669, -0.88976,  1.00,  0.14709,  0.17288,  1.00,  1.00,  0.74902,  0.89804,  1.00,  0.49804, 0, 2, 0, 0,  0.94902,  0.05098,  0.00,  0.00
60, 56,  1.05828,  25.07188,  1.30575,  0.95276,  0.26772, -0.12598,  1.00,  0.88189,  0.45669,  0.12598,  1.00,  0.06995,  0.26458,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.97255,  0.02745,  0.00,  0.00
61, 57,  1.05828,  24.78838,  2.31019,  0.96063,  0.15748,  0.22835,  1.00,  0.83465,  0.51969,  0.18898,  1.00,  0.06728,  0.23268,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.96078,  0.03922,  0.00,  0.00
62, 58,  0.80575,  25.54971,  1.33958,  0.83465,  0.54331,  0.10236,  1.00,  0.83465,  0.51969,  0.18898, -1.00,  0.05928,  0.26337,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00
63, 58,  0.80575,  25.54971,  1.33958,  0.83465,  0.54331,  0.10236,  1.00,  0.83465,  0.51969,  0.18898, -1.00,  0.05928,  0.26337,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00
64, 57,  1.05828,  24.78838,  2.31019,  0.96063,  0.15748,  0.22835,  1.00,  0.83465,  0.51969,  0.18898,  1.00,  0.06728,  0.23268,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.96078,  0.03922,  0.00,  0.00
65, 59,  0.80575,  24.9633,  2.70605,  0.71654,  0.30709,  0.62992,  1.00,  0.77953,  0.5748,  0.24409, -1.00,  0.0569,  0.22933,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.96863,  0.03137,  0.00,  0.00
66, 60,  0.72596,  24.63955,  1.21446,  0.89764,  0.3937, -0.20472,  1.00,  0.40945,  0.91339,  0.00,  1.00,  0.06782,  0.27873,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 2, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00
67, 61,  0.72596,  24.63955,  6.53633E-15,  0.90551,  0.4252,  0.00,  1.00,  0.40945,  0.91339,  0.00,  1.00,  0.06782,  0.29974,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 2, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00
68, 62,  1.05828,  24.49126,  1.23504,  1.00,  0.07874, -0.02362,  1.00,  0.40945,  0.91339,  0.00,  1.00,  0.07729,  0.28118,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.94902,  0.05098,  0.00,  0.00
69, 63,  1.05828,  24.49126,  6.51391E-15,  0.97638,  0.22047,  0.00,  1.00,  0.40945,  0.91339,  0.00,  1.00,  0.07511,  0.29974,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.94902,  0.05098,  0.00,  0.00
70, 62,  1.05828,  24.49126,  1.23504,  1.00,  0.07874, -0.02362,  1.00,  0.40945,  0.91339,  0.00,  1.00,  0.07729,  0.28118,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.94902,  0.05098,  0.00,  0.00
71, 61,  0.72596,  24.63955,  6.53633E-15,  0.90551,  0.4252,  0.00,  1.00,  0.40945,  0.91339,  0.00,  1.00,  0.06782,  0.29974,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 2, 0, 0, 0,  0.95294,  0.04706,  0.00,  0.00
72, 64,  0.00, -19.05829,  5.78201,  0.00, -0.29921,  0.95276,  1.00,  0.00,  0.32283,  0.94488, -1.00,  0.27767,  0.00528,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.96863,  0.03137,  0.00,  0.00
73, 65,  0.27409, -18.58759,  5.58872,  0.11024,  0.70079,  0.70866,  1.00,  0.11024,  0.32283,  0.93701,  1.00,  0.27351,  0.01265,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.98824,  0.01176,  0.00,  0.00
74, 66,  0.50, -18.60466,  5.55768,  0.88976, -0.13386,  0.43307,  1.00,  0.14961,  0.29921,  0.94488,  1.00,  0.27685,  0.01201,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.98431,  0.01569,  0.00,  0.00
75, 64,  0.00, -19.05829,  5.78201,  0.00, -0.29921,  0.95276,  1.00,  0.00,  0.32283,  0.94488, -1.00,  0.27767,  0.00528,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.96863,  0.03137,  0.00,  0.00
76, 67,  0.00, -18.57867,  5.60494,  0.00,  0.71654,  0.70079,  1.00,  0.00,  0.34646,  0.93701,  1.00,  0.27059,  0.01301,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.98824,  0.01176,  0.00,  0.00
77, 65,  0.27409, -18.58759,  5.58872,  0.11024,  0.70079,  0.70866,  1.00,  0.11024,  0.32283,  0.93701,  1.00,  0.27351,  0.01265,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.98824,  0.01176,  0.00,  0.00
78, 68,  0.80857,  25.04193,  1.26288,  0.9685, -0.03937, -0.23622,  1.00,  1.00,  0.00,  0.00,  1.00,  0.06626,  0.27876,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 2, 0, 0, 0,  0.96863,  0.03137,  0.00,  0.00
79, 69,  0.80575,  25.54971,  1.33958,  0.83465,  0.54331,  0.10236,  1.00,  1.00,  0.00,  0.00, -1.00,  0.05928,  0.28088,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00
80, 70,  0.80293,  25.04193,  6.57000E-15,  1.00, -0.07874,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.06625,  0.29974,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 2, 0, 0, 0,  0.96863,  0.03137,  0.00,  0.00
81, 71,  0.80575,  25.62789,  6.62206E-15,  0.91339,  0.40945,  0.00,  1.00,  1.00,  0.00,  0.00, -1.00,  0.0589,  0.29974,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
82, 70,  0.80293,  25.04193,  6.57000E-15,  1.00, -0.07874,  0.00,  1.00,  1.00,  0.00,  0.00,  1.00,  0.06625,  0.29974,  1.00,  1.00,  0.49804,  0.89804,  1.00,  0.00, 2, 0, 0, 0,  0.96863,  0.03137,  0.00,  0.00
83, 69,  0.80575,  25.54971,  1.33958,  0.83465,  0.54331,  0.10236,  1.00,  1.00,  0.00,  0.00, -1.00,  0.05928,  0.28088,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 2, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00
84, 72,  1.79997, -22.6789,  2.9531,  0.96063,  0.01575,  0.26772,  1.00,  0.45669, -0.24409,  0.85827, -1.00,  0.2899,  0.1221,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.81961,  0.18039,  0.00,  0.00
85, 73,  1.79997, -23.55927,  2.70183,  0.96063, -0.10236,  0.24409,  1.00,  0.48819, -0.22047,  0.84252, -1.00,  0.30889,  0.12242,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
86, 74,  1.20, -22.38467,  3.35932,  0.40157, -0.00787,  0.91339,  1.00,  0.48819, -0.22047,  0.84252, -1.00,  0.28859,  0.11173,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
87, 74,  1.20, -22.38467,  3.35932,  0.40157, -0.00787,  0.91339,  1.00,  0.48819, -0.22047,  0.84252, -1.00,  0.28859,  0.11173,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.82745,  0.17255,  0.00,  0.00
88, 73,  1.79997, -23.55927,  2.70183,  0.96063, -0.10236,  0.24409,  1.00,  0.48819, -0.22047,  0.84252, -1.00,  0.30889,  0.12242,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.76863,  0.23137,  0.00,  0.00
89, 75,  0.90, -24.36917,  3.06666,  0.56693, -0.25197,  0.77953,  1.00,  0.51969, -0.20472,  0.83465,  1.00,  0.30999,  0.11033,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.73725,  0.26275,  0.00,  0.00
90, 76,  1.79997, -18.85412,  3.91969,  0.97638, -0.07874,  0.2126,  1.00,  0.49606, -0.28346,  0.8189,  1.00,  0.23199,  0.12358,  1.00,  1.00,  1.00,  0.89804,  1.00,  0.49804, 0, 1, 0, 0,  0.97647,  0.02353,  0.00,  0.00
